user_id,current_mrr_net,prev_mrr_net,mrr_status,current_plan_type_finance
23940835,0.0,10.0,churn,
58754813,0.0,10.0,churn,
101065190,0.0,1047.0,churn,
36926505,0.0,672.0,churn,
91636961,0.0,5269.0,churn,
19846071,0.0,578.0,churn,
113855422,0.0,473.0,churn,
61487185,0.0,997.0,churn,
52402449,0.0,1418.0,churn,
1361337,0.0,1758.65,churn,
18139763,0.0,456.0,churn,
40659233,0.0,1268.0,churn,
16355483,0.0,182.0,churn,
1665689,0.0,672.0,churn,
31268755,0.0,3155.2,churn,
2219773,0.0,672.0,churn,
15979851,0.0,268.0,churn,
81341346,0.0,783.0,churn,
51057289,0.0,473.0,churn,
64013573,0.0,672.0,churn,
30287007,0.0,672.0,churn,
55352157,0.0,1003.0,churn,
83099190,0.0,593.0,churn,
1039769,0.0,544.0,churn,
28892923,0.0,727.0,churn,
45150293,0.0,1593.0,churn,
77901294,0.0,356.15,churn,
14846883,0.0,593.0,churn,
1845213,0.0,852.55,churn,
89973817,0.0,473.0,churn,
20914743,0.0,1194.0,churn,
45260553,0.0,593.0,churn,
3854278,0.0,456.0,churn,
129922,0.0,672.0,churn,
2751970,0.0,855.0,churn,
59462889,0.0,473.0,churn,
11789687,0.0,672.0,churn,
45690857,0.0,672.0,churn,
47115109,0.0,665.55,churn,
10649983,0.0,1149.0,churn,
48467813,0.0,61.0,churn,
1360817,0.0,1577.0,churn,
90233865,0.0,712.3,churn,
28521247,0.0,1532.0,churn,
101784234,0.0,525.0,churn,
43607241,0.0,473.0,churn,
97797537,0.0,672.0,churn,
43512585,0.0,593.0,churn,
64035481,0.0,593.0,churn,
52000753,0.0,456.0,churn,
59510857,0.0,1064.0,churn,
49719889,0.0,350.0,churn,
33729465,0.0,3000.0,churn,
160397586,0.0,1150.0,churn,
40620129,0.0,1975.0,churn,
125084734,0.0,900.0,churn,
83583373,0.0,0.0,churn,
247425413,0.0,704.0,churn,
176916153,0.0,1025.0,churn,
117144250,0.0,465.0,churn,
128517286,0.0,1150.0,churn,
62156201,0.0,685.0,churn,
129914418,0.0,1530.0,churn,
137355305,0.0,684.0,churn,
203892466,0.0,1061.44,churn,
16296495,0.0,625.0,churn,
120135194,0.0,465.0,churn,
36628585,0.0,815.0,churn,
141646,0.0,2250.0,churn,
168634846,0.0,1025.0,churn,
146413346,0.0,810.0,churn,
145707558,0.0,23353.2,churn,
142936989,0.0,1150.0,churn,
6227570,0.0,450.0,churn,
224482574,0.0,450.0,churn,
139700849,0.0,558.0,churn,
152072458,0.0,1150.0,churn,
208708938,0.0,1325.0,churn,
55409717,0.0,350.0,churn,
203244862,0.0,535.0,churn,
237931318,0.0,1260.0,churn,
57165613,0.0,620.0,churn,
3193910,0.0,321.67,nrr,
162853798,0.0,685.0,churn,
170099005,0.0,1025.0,churn,
54672853,0.0,65.0,churn,
144326349,0.0,35.0,churn,
